消息中指出，“美国海军梅森（DDG 87）号战舰正在前往事发地点提供支援的途中。”梅森号是一艘阿利伯克级导弹驱逐舰，武器库中配备了战斧巡航导弹。 	I-CONTENT
美国全球战区分布图 	I-CONTENT
美军中央司令部新闻处消息称：“美国及我们的地区盟友将采取一切必要措施保护自身和本国利益，今天发生的攻击是对国际航行和贸易自由的明确威胁。美国和国际社会准备保护我们的利益，其中包括航行自由。” 	I-CONTENT
伊朗：勿入圈套 	I-CONTENT
在美国归罪伊朗后，伊朗外长扎里夫在社交媒 体推特发布消息说，在没有任何事实或间接证据的情况下，美国立即抓住机会对伊朗提出指责。这一事实清楚地表明“B集团”正在转向“B计划”，即破坏伊朗的外交并掩盖针对伊朗采取的经济恐怖主义。 	I-CONTENT
据报道，扎里夫此前将美国国安顾问博尔顿、以色列总理内塔尼亚胡等人称为“B_Team”（B集团），并多次指出“B集团”对伊朗政治人物的指责毫无根据。 	I-CONTENT
扎里夫推特 	I-CONTENT
扎里夫在推文中还表示，“几个月前我曾警告过这种情况：不是因为我未卜先知，而是因为我知道‘B集团’来自哪里。” 	I-CONTENT
外汇天眼指出值得注意的是，据路透社报道，特朗普6月5日提及伊朗时称“我们不寻求政权更迭。我想明确表达这一点。我们寻求的是没有核武器”。特朗普还表示，他已准备好与伊朗总统鲁哈尼进行对话。 	I-CONTENT
而在13日当天，安倍晋三会见了伊朗最高精神领袖、大阿亚图拉哈梅内伊。安倍与哈梅内伊会晤后，在德黑兰对记者们援引哈梅内伊说法称，伊朗无意于核武器。 	I-CONTENT
此次哈梅内伊的表态无疑符合特朗普的对话要求。值此日本首相访问伊朗调停美伊关系之际，发生袭击油轮事件，对接下来可能发生的“美伊对话”起到了严重的破坏作用。 	I-CONTENT
特朗普究竟是否真心想要对话还不好说，但就中东局势而言，“制造”一个强硬的、时刻威胁地区安全的伊朗更符合美国利益。 	I-CONTENT
上海国际问题研究院外交政策研究所研究员李伟建李伟建指出，伊朗就是被美国塑造成悬在中东头上的达摩克利斯之剑， 	I-CONTENT
美国一直想成立阿拉 伯版北约，伊朗是美国为逊尼派阿 拉伯国家树立的假想敌。只有夸大伊朗威胁，美国才有插手中东局势的借口，才能借机进行武器售卖。 	I-CONTENT
此外，特朗普政府支持的内塔尼亚胡在以色列成功连任，美国试图通过炒热伊朗问题，转移中东焦点，为内塔尼亚胡的组阁和自己所谓“世纪交易”的达成创造空间。 	I-CONTENT
中东什叶派逊尼派国家分布图 	I-CONTENT
据伊朗法尔斯通讯社报道，事件发生后不久，伊朗政府发言人阿里·拉贝伊表示，不要急于做决定，以免落入某些势力设好的圈套，令他们从地区危机中受益。 	I-CONTENT
对于两艘油轮据称在阿曼湾海域遇袭一事，包括联合国在内的国际社会深表关切。俄、德、法等多国外长也分别呼吁各方保持克制，避免地区局势升级。 	I-CONTENT
联合国秘书长古特雷斯13日对这一事件表达了严重关切，他强烈谴责任何针对民用船只的攻击行为，并呼吁尽快厘清事实和责任方。古特雷斯还表示，这一事件可能带来一些令世界无法承受的后果，那便是海湾地区发生大规模 冲突。 返回搜狐，查看更多 	I-CONTENT
声明：该文观点仅代表作者本人，搜狐号系信息发布平台，搜狐仅提供信息存储空间服务。 	O
阿曼湾 阿曼海 wti 周五亚市 donald 	O
7*24财经直播 下载中金网APP 外汇，黄金，原油，股票新闻资讯，全球财经资讯一站式服务 外汇黄金最新资讯 下载中金网APP 7*24小时为您紧盯全球金融市场,图文、视频详解热点财经事件。 	O
推荐 人才 户口 落户 人才计划 林宥嘉 要闻 贸易战 特朗普 关税 股市 股票 世界杯 	O
进入搜狐首页 意见反馈	O

首页 | 新闻 原创 视听 | 问政 评论 匠心 | 区县 娱乐 财经 | 旅游 亲子 直播 | 文艺 教育 科普 安监 | 房产 健康 汽车 | 取证 鸣家 会客厅 | 万花瞳 百姓故事 3c家居 	O
分享 新浪微博 腾讯微博 微信 QQ空间 QQ好友 手机阅读分享话题 	O
带你认识“最美高校辅导员” 	B-TITLE
2019-06-14 06:25:00	B-TIME
辅导员队伍，是高校实现立德树人目标的重要依托，是实现大学生价值引领的骨干力量。日前，中宣部、教育部首次从历届在岗的“高校辅导员年度人物”中，评选出10名“最美高校辅导员”。他们，用既有意义又有意思、既营养又对味的方式，创新学生工作方式，做好高校思政教育。 	O
这是一支特殊的队伍：他们是离大学生最近的人，能与学生一起分享快乐、帮学生排解烦恼；他们在思政教育的最前沿，能帮助学生拨开迷雾、找准方向；他们是学生的人生导师，也是学生的知心朋友。他们有一个共同的名字——辅导员。 	O
日前，中宣部、教育部首次从历届在岗的“高校辅导员年度人物”中，评选出10名“最美高校辅导员”。今天，让我们一起走近这10位辅导员，感受他们的“最美”风华。 	B-CONTENT
“必须为学生系好人生的第一粒扣子” 	I-CONTENT
“我是陈小花，我觉得自己就像一株小花，身边的学生也是一株株小花。我在群花之中，带着他们一起绽放，奋力进取，共圆我们的中国梦！”广东技术师范大学辅导员陈小花，曾在日记里写下这样一段话。 	I-CONTENT
从16年前走上高校辅导员岗位，到如今成长为党的十九大代表，陈小花对辅导员工作充满自信心与责任感：“我们离学生最近，必须为学生系好人生的第一粒扣子。” 	I-CONTENT
有一次，一名学生从网上看到一篇质疑革命英雄的文章，并转发给了陈小花。陈小花没有立即驳斥，而是循序渐进地向这位学生讲解历史虚无主义的实质，还邀请他以访谈形式聆听革命前辈的故事、和他一起参观革命旧址。陈小花的努力让这位同学有了清醒的认识，后来，这名学生深情地说，“是小花姐的引导，让我有了坚定的信仰。” 	I-CONTENT
党的十九大之后，陈小花迅速投入到宣传落实十九大精神的工作之中，助力十九大精神在青年学生中落地生根。陈小花说，我愿扎根在一线，一花引得万花开，让祖国的花朵绽放得更加灿烂。 	I-CONTENT
学生工作怎么做才能既有意义又有意思、既营养又对味？这是摆在高校辅导员面前的一道难题，也让武汉大学历史学院原党委副书记徐冶琼思虑良久。 	I-CONTENT
她决定为学生提供“学长制”服务：在新生入校时，学院选拔优秀的高年级同学与新生结对。跨专业、有共同特长、相似兴趣、同一民族、同一地域……徐冶琼尽最大可能提高结对的匹配度。如今，学院已形成了低年级“学长制”、高年级“学术导师制”的育人体系，将思想政治教育融汇在学生成长的全过程。 	I-CONTENT
相较于其他高校辅导员，浙江大学国际联合学院（海宁国际校区）学生事务部部长王玉芬的情况是特殊的，因为她面对的学生40%以上是留学生，他们来自46个国家和地区。 	I-CONTENT
国际校区的思政教育如何做？怎样给外国学生做好辅导员？在反复调研之后，王玉芬搭建起融合中西方学生管理优势的学生思政教育工作体系。“大学生先锋引领计划”帮助学生坚定理想信念，让中华优秀传统文化浸润每一个学生的心灵……“扎根中国大地，坚持以我为主，讲好中国故事，在中西文化交融的土壤中铸魂育人。”王玉芬踌躇满志。 	I-CONTENT
“只要是学生的事，再小也是天大的事” 	I-CONTENT
倘若拨打重庆大学微电子与通信工程学院办公室电话，电话铃声响了9下还没人接，你就会听到一段录音：“主人不在，请拨1345239****。”这个号码就是学院党委副书记袁利的手机号。她的手机24小时开机，有求必应。她总说：“作为辅导员，只要是学生的事，再小也是天大的事。” 	I-CONTENT
从1990年毕业到现在，袁利一直从事基层学生工作，先后担任了105个班级的辅导员，累计教育引导学生2700多名。每带一级学生，她都会用最快的时间了解学生的兴趣爱好、个性特点、家庭背景等情况，努力成为每个学生的知心朋友。 	I-CONTENT
有困难，找辅导员。在克拉玛依职业技术学院，信息工程系辅导员吐尔逊麦麦提·艾麦提江，被学生亲切地称为“吐爸爸”。 	I-CONTENT
“如果没有吐爸爸，我不可能有今天……”回忆起过去，已经毕业的袁芸红了眼圈。 	I-CONTENT
大一那年，由于家里有特殊情况，袁芸打算退学。这可把吐尔逊麦麦提着急坏了。站在学校大门口的雪地里，吐尔逊麦麦提苦苦劝说袁芸父母：“家里有困难，我会帮助她，同学们也会帮助她，求求你们，千万别让孩子退学。” 	I-CONTENT
“吐爸爸就像父亲在维护自己的女儿一样，让我非常感动，铭记至今。”袁芸说。 	I-CONTENT
“每到父亲节这天，我的手机就响个不停。手里握着手机，看着那些祝福的话语，这是我最满足的时刻。”吐尔逊麦麦提一边说，一边露出幸福的笑容。 	I-CONTENT
在辅导员生涯中感到幸福的，还有中南大学建筑与艺术学院党委副书记张金学。“32年来，帮助一个又一个有困难的学子摆脱困境，看着一批又一批学生到祖国各地建功立业，是我最骄傲的事。”同样，在学生心中，张老师就是遇到困难时第一个想起的人，张老师的办公室就是他们心中最温暖的港湾。 	I-CONTENT
“我的老师对我好，我也要对学生好。”在同济大学艺术与传媒学院党委副书记李睿的影响下，他的学生也有许多走上了辅导员岗位。“2017年，在同济的两个王牌学院，先后有13位学生放弃设计与艺术领域的高薪职位，选择留校当辅导员。”李睿说，他们曾经分赴47座城市采访409位校友，也曾奔赴台州黄岩沙滩村，用脚步丈量乡村，用“把论文写在祖国大地上”的精神，激励学生留下来，为教育事业贡献力量。 	I-CONTENT
“以学生喜欢的方式和他们对话” 	I-CONTENT
“我喜欢和学生在一起，他们身上涌动着的，永远是年轻向上的活力。”这是山东大学威海分校海洋学院党委副书记范蕊在《在海滩上种花——一个大学辅导员的工作日志》中的一段话，也是她多年辅导员生涯的心声。 	I-CONTENT
“在信息庞杂、价值多元的时代，学生能在网络上接收到各种各样的资讯，这时候就必须有人帮助他们辨别真伪、分清善恶，引领他们的思想。而辅导员正应成为网络思政教育的先行者，以学生喜欢的方式与他们对话，引导和陪伴他们成长。”范蕊是这样认为的，也是这样做的。 	I-CONTENT
从人人网到QQ空间，从新浪微博到“陌上花开”微信公众号，她一直坚持利用网络，记录学生的点点滴滴、为学生答疑解惑。她在网上为学生写下600多篇文章，近100万字；拥有粉丝近2万多人，回答学生提问上万条，几乎“有问必答”。 	I-CONTENT
同样善于运用新方式新手段，取得良好思政教育效果的，还有北京师范大学教育学部辅导员任雅才。她组织学生党支部以社会主义核心价值观为主题，拍摄了12段反映学生校园学习生活的微视频。 	I-CONTENT
从脚本撰写、视频拍摄，到后期制作、网络传播，学生们群策群力，既加深了对社会主义核心价值观的认知，也增强了情感上的认同。 	I-CONTENT
“我的祖国给了我生命和智慧，如果我的爱能对祖国有一点点贡献，我将百死不辞！”原创话剧《钱学森》在全国巡演期间，剧中的这句台词在青年学子中“火”了起来。这部由上海交通大学师生根据新中国“两弹一星”元勋、交大校友钱学森生平事迹创作而成的话剧，幕后制作人便是学校人文学院党委副书记汪雨申。 	I-CONTENT
汪雨申说，希望自己成为开垦交大校园文化、播种交大精神文化、培育交大原创文化的实践者和开拓者，用文化打造德育精品。 	I-CONTENT
“学者而师，而师者学，意思是要求我们老师不断学习、不断进步。”汪雨申说，我愿意与学生们相伴成长，持续关注新一代大学生的特点，为学生成长保驾护航，让他们找到属于自己人生的闪光时刻。 	I-CONTENT
亲爱的用户，“重庆”客户端现已正式改版升级为“新重庆”客户端。为不影响后续使用，请扫描上方二维码，及时下载新版本。更优质的内容，更便捷的体验，我们在“新重庆”等你！ 	I-CONTENT
分享 新浪微博 腾讯微博 微信 QQ空间 QQ好友 	O
下足绣花功夫提升“城品” 	O
坚定不移深化国资国企改革 	O
重庆人一年献出1亿毫升血液 	O
全国沙滩排球巡回赛开幕 	O
让村美民富产业兴 	O
"一村一品"促增收 	O
远眺大佛寺长江大桥 	O
[万花瞳]垃圾去哪儿了? 	O
[责任编辑： 杜漩 ] 	O
发言请遵守新闻跟帖服务协议 	O
房产 汽车 教育 亲 子 旅游 健康 	O
来磁器口 一定不能错过这些小吃 · 从渝中区到大渡口 优秀的米线地图 · 樱桃采摘攻略 赶紧约 · 去泸沽湖 来一场旅行 	O
盘点龙洲湾6月新开楼盘 · 按揭房如何再卖出 按揭房卖出注意哪些事? · 住房公积金将调整 多地提升缴存基数上限 · 2019年北京住建委查处183家房地产经纪机构 	O
这几台车最低配也很强 · 宝骏全新车型CN202M预告图曝光 下半年上市 · 比亚迪e2内饰官图发布 设计简约风格偏年轻化 · 原来油箱盖有这几个隐藏功能 好多司机不知道 	O
行业大咖分享创业干货 · 人民小学2019年度成长大会在重庆大剧院举行 · 重师龙永翱：一个青年创业者的"三重"身份 · 争做新时代好少年！重庆这群中职生点赞祖国 	O
如何培养宝宝生活自理能力 · 好爸爸应该扮演的四个角色 · 对宝宝进行感官训练 开发孩子智力小绝招 · 防控近视刻不容缓 教你儿童护眼小常识 	O
今夏去万盛纳凉度假 · 周末去玩水 京郊哪些景区能高山滑水? · 重庆必去的烧烤店推荐 · 来万盛经开区赏滨河亲水步道夜色 	O
这些献血知识你要了解 · 整形不是说整就整 专家:想要整形应该先整"心" · 甲减患者要知道!不是所有甲减患者都需要补碘 · 九成受访家长觉得青少年沉迷短视频现象普遍 	O
《书记晒文旅》石柱篇 	O
炫彩60秒|风情土家 康养石柱 	O
这座房子“很重庆” 还捧回国际大奖 	O
龙凤胎突发肺炎陷入昏迷 警民联手护送 	O
走进重庆的四季 	O
磁器口后的老街 	O
寻个好天气，赏江边景 	O
网络民意桥，有事请吐槽 热线：023-63080011 企业欠费退休职工的公积金怎么领? 巴南忠心车站混凝土路面破损严重 	O
江流自古书巴字 	O
英烈母亲家的三封书 	O
垃圾去哪儿了? 	O
躲在闹市之中歇口气 	O
大咖集聚山城建言献智 	O
江北将建立创客项目库 	O
2019重庆普招网上咨询 都关注这些问题 	O
前5月全国民航完成旅客运输量2.68亿人次 	O
汇聚双创活力、澎湃发展动力 	O
自主品牌车企切换国六"赛道" 	O
六城市被生态环境部约谈 	O
带你认识“最美高校辅导员” 	O
“两江四岸”今年将发生这些变化 	O
江北嘴夜景越变越好看 	O
健康映像·名医在线 更多>> 	O
黑色素瘤该如何治疗? 	O
雀斑需要手术吗? 	O
什么是慢性酒精中毒? 	O
脑震荡有潜伏期吗? 	O
联系方式：重庆华龙网集团有限公司 咨询电话：60367951 	O
①重庆日报报业集团授权华龙网，在互联网上使用、发布、交流集团14报1刊的新闻信息。未经本网授权，不得转载、摘编或利用其它方式使用重庆日报报业集团任何作品。已经本网授权使用作品的，应在授权范围内使用，并注明“来源：华龙网”或“来源：华龙网-重庆XX”。违反上述声明者，本网将追究其相关法律责任。 	O
② 凡本网注明“来源：华龙网”的作品，系由本网自行采编，版权属华龙网。未经本网授权，不得转载、摘编或利用其它方式使用。已经本网授权使用作品的，应在授权范围内使用，并注明“来源：华龙网”。违反上述声明者，本网将追究其相关法律责任。 	O
③ 华龙网及其新重庆客户端标明非华龙网的确定来源或未标注华龙网LOGO、名称、水印的文字、图片、音频、视频等稿件均为非原创作品。如转载涉及版权等问题，请及时与华龙网联系，联系邮箱：cqnewszbs@163.com。 	O
附：重庆日报报业集团14报1刊：重庆日报 重庆晚报 重庆晨报 重庆商报 时代信报 新女报 健康人报 重庆法制报 三峡都市报 巴渝都市报 武陵都市报 渝州服务导报 人居周报 都市热报 今日重庆 	O
精品栏目 网络晚会 华龙点击 图个明白 华龙手机剧 华龙会客厅 	O
新闻资讯 财经周刊 旅游资讯 区县联播 校园联播 亲子新闻 房产资讯 	O
车闻速递 安全快讯 健康热点 名医访谈 3c要闻 	O
愉生活 天使妈妈网 行走重庆 楼盘动态 辣妹探店 导购测评 	O
艺术家 爱心接力 麻辣访谈 华龙车友会 	O
重报集团 | 广电集团 | 关于我们 | 广告业务 | 联系我们 | 法律顾问 | 投稿信箱 | 中国互联网视听节目服务自律公约 | 人人重庆 	O
Copyright ©2000-2016 CQNEWS Corporation , All Rights Reserved. 	O
华龙网版权所有 未经书面授权 不得复制或建立镜像　（最佳浏览环境：分辨率1024*768以上，浏览器版本IE8以上） 	O
地址：重庆市渝北区金开大道西段106号10栋移动新媒体产业大厦 邮编：401121 广告招商：023-63050999 传真：023-60368189 	O
经营许可证编号：渝B2-20030050 信息网络传播视听节目许可证号：2208266 互联网新闻信息服务许可证编号：50120170001 	O
渝公网安备 50019002500188号 互联网出版许可证号：新出网证（渝）字002号 丨 ICP备案： 渝ICP备11000637号-1 	O

首页 | 新闻 原创 视听 | 问政 评论 匠心 | 区县 娱乐 财经 | 旅游 亲子 直播 | 文艺 教育 科普 安监 | 房产 健康 汽车 | 取证 鸣家 会客厅 | 万花瞳 百姓故事 3c家居 	O
分享 新浪微博 腾讯微博 微信 QQ空间 QQ好友 手机阅读分享话题 	O
治污力度放松 空气质量恶化 六城市被约谈 	B-TITLE
2019-06-14 06:29:55 来源： 0 条评论 	B-INFO
经济日报北京6月13日讯 记者曹红艳报道：生态环境部6月13日就2018年至2019年秋冬季大气污染综合治理问题约谈河北省保定、廊坊，河南省洛阳、安阳、濮阳，山西省晋中等六市政府。据介绍，上述六市均未完成2018年至2019年秋冬季空气质量改善目标任务，2018年10月份至2019年3月份秋冬季期间PM2.5平均浓度同比不降反升，空气质量明显恶化。 	B-CONTENT
中央生态环境保护督察办公室督察专员陈亮表示，近期专项督察发现，上述六市推进蓝天保卫战力度有所放松，部分重点任务没有完成，部分问题出现反弹，大气污染治理工作滞后。例如，保定市2018年至2019年秋冬季PM2.5、PM10、氮氧化物、一氧化碳、臭氧浓度均值同比分别上升12.9%、11.85%、9.43%、15.38%和4.04%，重污染天数同比增加10天，空气质量严重恶化。同时，督察发现，保定市对大气污染综合治理研判调度不足，2018年洁净煤推广任务仅完成29.1%，部分禁煤区域出现散煤复燃情况。 	I-CONTENT
洛阳市2018年至2019年秋冬季PM2.5、PM10、氮氧化物、臭氧浓度均值同比分别上升17.3%、8.9%、12.8%和5%，重污染天数同比增加18天。PM2.5平均浓度同比上升幅度在汾渭平原11城市中排名第一。 	I-CONTENT
“今天是蓝天保卫战三年行动计划实施后第一次公开约谈，但绝不是最后一次。”生态环境部大气环境司司长刘炳江说，大气污染防治工作已进入深水区，需要真抓实干，把各项污染减排措施落实到位。 	I-CONTENT
陈亮在约谈会上要求，上述六市应深化大气污染治理措施，健全长效机制，强化党政同责和一岗双责，以空气质量“只能更好、不能变坏”为底线，对大气污染治理进行再动员、再部署、再加力，抓住突出问题和关键环节，以钉钉子精神狠抓落实，确保完成2020年空气质量改善目标任务。 	I-CONTENT
约谈会上，保定市市长郭建英、廊坊市市长陈平、洛阳市市长刘宛康、安阳市市长靳磊、濮阳市市长杨青玖、晋中市市长常书铭均表示正视问题，举一反三，完善机制，坚决打赢蓝天保卫战。 	I-CONTENT
根据约谈要求，上述六市市委和市政府应科学制定整改方案，于20个工作日内报送生态环境部和所在省政府，并同步向社会公开。 	I-CONTENT
亲爱的用户，“重庆”客户端现已正式改版升级为“新重庆”客户端。为不影响后续使用，请扫描上方二维码，及时下载新版本。更优质的内容，更便捷的体验，我们在“新重庆”等你！ 	I-CONTENT
分享 新浪微博 腾讯微博 微信 QQ空间 QQ好友 	O
下足绣花功夫提升“城品” 	O
坚定不移深化国资国企改革 	O
重庆人一年献出1亿毫升血液 	O
全国沙滩排球巡回赛开幕 	O
让村美民富产业兴 	O
"一村一品"促增收 	O
远眺大佛寺长江大桥 	O
[万花瞳]垃圾去哪儿了? 	O
[责任编辑： 杜漩 ] 	O
发言请遵守新闻跟帖服务协议 	O
房产 汽车 教育 亲 子 旅游 健康 	O
来磁器口 一定不能错过这些小吃 · 从渝中区到大渡口 优秀的米线地图 · 樱桃采摘攻略 赶紧约 · 去泸沽湖 来一场旅行 	O
盘点龙洲湾6月新开楼盘 · 按揭房如何再卖出 按揭房卖出注意哪些事? · 住房公积金将调整 多地提升缴存基数上限 · 2019年北京住建委查处183家房地产经纪机构 	O
这几台车最低配也很强 · 宝骏全新车型CN202M预告图曝光 下半年上市 · 比亚迪e2内饰官图发布 设计简约风格偏年轻化 · 原来油箱盖有这几个隐藏功能 好多司机不知道 	O
行业大咖分享创业干货 · 人民小学2019年度成长大会在重庆大剧院举行 · 重师龙永翱：一个青年创业者的"三重"身份 · 争做新时代好少年！重庆这群中职生点赞祖国 	O
如何培养宝宝生活自理能力 · 好爸爸应该扮演的四个角色 · 对宝宝进行感官训练 开发孩子智力小绝招 · 防控近视刻不容缓 教你儿童护眼小常识 	O
今夏去万盛纳凉度假 · 周末去玩水 京郊哪些景区能高山滑水? · 重庆必去的烧烤店推荐 · 来万盛经开区赏滨河亲水步道夜色 	O
这些献血知识你要了解 · 整形不是说整就整 专家:想要整形应该先整"心" · 甲减患者要知道!不是所有甲减患者都需要补碘 · 九成受访家长觉得青少年沉迷短视频现象普遍 	O
《书记晒文旅》石柱篇 	O
炫彩60秒|风情土家 康养石柱 	O
这座房子“很重庆” 还捧回国际大奖 	O
龙凤胎突发肺炎陷入昏迷 警民联手护送 	O
走进重庆的四季 	O
磁器口后的老街 	O
寻个好天气，赏江边景 	O
网络民意桥，有事请吐槽 热线：023-63080011 企业欠费退休职工的公积金怎么领? 巴南忠心车站混凝土路面破损严重 	O
江流自古书巴字 	O
英烈母亲家的三封书 	O
垃圾去哪儿了? 	O
躲在闹市之中歇口气 	O
大咖集聚山城建言献智 	O
江北将建立创客项目库 	O
2019重庆普招网上咨询 都关注这些问题 	O
前5月全国民航完成旅客运输量2.68亿人次 	O
汇聚双创活力、澎湃发展动力 	O
自主品牌车企切换国六"赛道" 	O
六城市被生态环境部约谈 	O
带你认识“最美高校辅导员” 	O
“两江四岸”今年将发生这些变化 	O
江北嘴夜景越变越好看 	O
健康映像·名医在线 更多>> 	O
黑色素瘤该如何治疗? 	O
雀斑需要手术吗? 	O
什么是慢性酒精中毒? 	O
脑震荡有潜伏期吗? 	O
联系方式：重庆华龙网集团有限公司 咨询电话：60367951 	O
①重庆日报报业集团授权华龙网，在互联网上使用、发布、交流集团14报1刊的新闻信息。未经本网授权，不得转载、摘编或利用其它方式使用重庆日报报业集团任何作品。已经本网授权使用作品的，应在授权范围内使用，并注明“来源：华龙网”或“来源：华龙网-重庆XX”。违反上述声明者，本网将追究其相关法律责任。 	O
② 凡本网注明“来源：华龙网”的作品，系由本网自行采编，版权属华龙网。未经本网授权，不得转载、摘编或利用其它方式使用。已经本网授权使用作品的，应在授权范围内使用，并注明“来源：华龙网”。违反上述声明者，本网将追究其相关法律责任。 	O
③ 华龙网及其新重庆客户端标明非华龙网的确定来源或未标注华龙网LOGO、名称、水印的文字、图片、音频、视频等稿件均为非原创作品。如转载涉及版权等问题，请及时与华龙网联系，联系邮箱：cqnewszbs@163.com。 	O
附：重庆日报报业集团14报1刊：重庆日报 重庆晚报 重庆晨报 重庆商报 时代信报 新女报 健康人报 重庆法制报 三峡都市报 巴渝都市报 武陵都市报 渝州服务导报 人居周报 都市热报 今日重庆 	O
精品栏目 网络晚会 华龙点击 图个明白 华龙手机剧 华龙会客厅 	O
新闻资讯 财经周刊 旅游资讯 区县联播 校园联播 亲子新闻 房产资讯 	O
车闻速递 安全快讯 健康热点 名医访谈 3c要闻 	O
愉生活 天使妈妈网 行走重庆 楼盘动态 辣妹探店 导购测评 	O
艺术家 爱心接力 麻辣访谈 华龙车友会 	O
重报集团 | 广电集团 | 关于我们 | 广告业务 | 联系我们 | 法律顾问 | 投稿信箱 | 中国互联网视听节目服务自律公约 | 人人重庆 	O
Copyright ©2000-2016 CQNEWS Corporation , All Rights Reserved. 	O
华龙网版权所有 未经书面授权 不得复制或建立镜像　（最佳浏览环境：分辨率1024*768以上，浏览器版本IE8以上） 	O
地址：重庆市渝北区金开大道西段106号10栋移动新媒体产业大厦 邮编：401121 广告招商：023-63050999 传真：023-60368189 	O
经营许可证编号：渝B2-20030050 信息网络传播视听节目许可证号：2208266 互联网新闻信息服务许可证编号：50120170001 	O
渝公网安备 50019002500188号 互联网出版许可证号：新出网证（渝）字002号 丨 ICP备案： 渝ICP备11000637号-1 	O

首页 | 新闻 原创 视听 | 问政 评论 匠心 | 区县 娱乐 财经 | 旅游 亲子 直播 | 文艺 教育 科普 安监 | 房产 健康 汽车 | 取证 鸣家 会客厅 | 万花瞳 百姓故事 3c家居 	O
分享 新浪微博 腾讯微博 微信 QQ空间 QQ好友 手机阅读分享话题 	O
自主品牌车企切换国六“赛道” 	B-TITLE
2019-06-14 06:33:52 来源： 0 条评论 	B-INFO
目前，宣布将于7月1日提前实施国六b阶段排放标准的地区已经达到16个。我国汽车企业开始重新调整产品开发计划，积极应对排放标准的提前切换。但由于这些地区乘用车销量已占全国总销量的一半，范围之大超出预期，自主品牌车企正采取降价促销、推动老旧车辆报废更新等措施，加快去库存节奏，以加速向国六“赛道”切换—— 	B-CONTENT
